2025-06-24T00:15:49.451+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:22:39.303+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.303+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.304+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.304+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:22:39.305+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=5, totalPages=1, pageSize=10, currentPage=1,  (truncated)...]
2025-06-24T00:22:39.305+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:22:39.306+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=FLASH&page=1&size=10", parameters={masked}
2025-06-24T00:22:39.306+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:22:39.307+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 and q1_0.quiz_type=? order by q1_0.create_time desc limit ?
2025-06-24T00:22:39.307+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:22:39.310+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.311+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.311+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.312+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.312+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.312+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.313+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.313+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.314+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.314+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.314+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.315+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.315+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:39.315+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:39.315+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:39.316+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:22:39.316+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=5, totalPages=1, pageSize=10, currentPage=1,  (truncated)...]
2025-06-24T00:22:39.317+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-9] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:22:46.791+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=FLASH&page=1&size=10", parameters={masked}
2025-06-24T00:22:46.791+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:22:46.792+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 and q1_0.quiz_type=? order by q1_0.create_time desc limit ?
2025-06-24T00:22:46.793+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:22:46.795+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.795+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.795+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.796+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.796+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.797+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.797+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.797+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.798+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.798+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.798+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.799+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.799+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.799+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.800+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.801+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:22:46.801+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=5, totalPages=1, pageSize=10, currentPage=1,  (truncated)...]
2025-06-24T00:22:46.801+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:22:46.802+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=FLASH&page=1&size=10", parameters={masked}
2025-06-24T00:22:46.802+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:22:46.803+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 and q1_0.quiz_type=? order by q1_0.create_time desc limit ?
2025-06-24T00:22:46.803+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:22:46.805+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.806+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.806+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.806+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.807+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.807+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.807+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.808+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.808+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.808+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.809+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.809+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.809+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:22:46.810+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:22:46.810+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:22:46.811+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:22:46.811+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=5, totalPages=1, pageSize=10, currentPage=1,  (truncated)...]
2025-06-24T00:22:46.811+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:22:55.043+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-10] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=FLASH&page=1&size=10", parameters={masked}
2025-06-24T00:22:55.043+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:22:55.044+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-10] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 and q1_0.quiz_type=? order by q1_0.create_time desc limit ?
2025-06-24T00:22:55.045+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
